Season,Week,Contestant,Judge_Score_Raw,Reconstructed_Vote_Share,Result_Status,Is_Eliminated
13,5,Carson Kressley,19.0,0.09402629136050256,Eliminated Week 5,True
13,5,Chaz Bono,21.0,0.11682084291654404,Eliminated Week 6,False
13,5,Nancy Grace,22.0,0.12246687849142804,Eliminated Week 8,False
13,5,Rob Kardashian,25.0,0.1364373843287085,2nd Place,False
13,6,David Arquette,23.0,0.15108172913376292,Eliminated Week 7,False
13,6,Ricki Lake,29.0,0.1645133390237184,3rd Place,False
13,6,J.R. Martinez,29.0,0.17754193305588706,1st Place,False
13,6,Hope Solo,20.0,0.1373741309260538,Eliminated Week 9,False
13,6,Chaz Bono,19.0,0.12376126848934314,Eliminated Week 6,True
13,6,Nancy Grace,24.0,0.1331663536401503,Eliminated Week 8,False
13,6,Rob Kardashian,22.0,0.11256124573108452,2nd Place,False
13,7,David Arquette,23.5,0.1538188681487851,Eliminated Week 7,True
13,7,Ricki Lake,26.5,0.15648873712176797,3rd Place,False
13,7,J.R. Martinez,24.0,0.15255737358845092,1st Place,False
13,7,Hope Solo,25.0,0.18499981728344006,Eliminated Week 9,False
13,7,Nancy Grace,22.0,0.1640677759986145,Eliminated Week 8,False
13,7,Rob Kardashian,25.5,0.18806742785894145,2nd Place,False
13,8,Ricki Lake,26.0,0.2022386928026518,3rd Place,False
13,8,J.R. Martinez,30.0,0.23294541046565992,1st Place,False
13,8,Hope Solo,26.0,0.2066920959656365,Eliminated Week 9,False
13,8,Nancy Grace,22.0,0.15650103759522369,Eliminated Week 8,True
13,8,Rob Kardashian,25.5,0.20162276317082817,2nd Place,False
13,9,Ricki Lake,33.4999,0.2764647832677175,3rd Place,False
13,9,J.R. Martinez,28.0,0.2244062478156515,1st Place,False
13,9,Hope Solo,24.4998,0.21899513890852013,Eliminated Week 9,True
13,9,Rob Kardashian,32.4998,0.2801338300081109,2nd Place,False
14,2,William Levy,25.0,0.08097797444241034,3rd Place,False
14,2,Jack Wagner,21.0,0.0819635974862456,Eliminated Week 3,False
14,2,Sherri Sheperd,23.0,0.07260510291073516,Eliminated Week 4,False
14,2,Jaleel White,22.0,0.08539506641020629,Eliminated Week 7,False
14,2,Roshon Fegan,26.0,0.094215817918462,Eliminated Week 8,False
14,2,Melissa Gilbert,20.0,0.0801800544606354,Eliminated Week 8,False
14,2,Martina Navratilova,17.0,0.06673207748184037,Eliminated Week 2,True
14,2,Donald Driver,24.0,0.09149618553333014,1st Place,False
14,2,Gavin DeGraw,21.0,0.08201742002797803,Eliminated Week 5,False
14,2,Gladys Knight,19.0,0.059307133243922144,Eliminated Week 6,False
14,2,Katherine Jenkins,26.0,0.10092525797948998,2nd Place,False
14,2,Maria Menounos,25.0,0.10418431210474464,Eliminated Week 9,False
14,3,William Levy,28.0,0.1025730016456463,3rd Place,False
14,3,Jack Wagner,24.0,0.08238257685199767,Eliminated Week 3,True
14,3,Sherri Sheperd,24.0,0.09186175921874676,Eliminated Week 4,False
14,3,Jaleel White,25.0,0.0788211482805691,Eliminated Week 7,False
14,3,Roshon Fegan,25.0,0.09012731856000858,Eliminated Week 8,False
14,3,Melissa Gilbert,24.0,0.08239257685199765,Eliminated Week 8,False
14,3,Donald Driver,26.0,0.09217452908688908,1st Place,False
14,3,Gavin DeGraw,24.0,0.0846977867632195,Eliminated Week 5,False
14,3,Gladys Knight,24.0,0.09200879736646518,Eliminated Week 6,False
14,3,Katherine Jenkins,29.0,0.10410505325954905,2nd Place,False
14,3,Maria Menounos,27.0,0.09885545211491117,Eliminated Week 9,False
14,4,William Levy,22.0,0.10098977112184368,3rd Place,False
14,4,Sherri Sheperd,21.0,0.07545587717448882,Eliminated Week 4,True
14,4,Jaleel White,22.0,0.09611814843261288,Eliminated Week 7,False
14,4,Roshon Fegan,26.0,0.12129710607736083,Eliminated Week 8,False
14,4,Melissa Gilbert,22.0,0.10141789037152842,Eliminated Week 8,False
14,4,Donald Driver,27.0,0.12407228335609423,1st Place,False
14,4,Gavin DeGraw,23.0,0.0940269880678635,Eliminated Week 5,False
14,4,Gladys Knight,20.0,0.08320069656644047,Eliminated Week 6,False
14,4,Katherine Jenkins,24.0,0.09582798156217211,2nd Place,False
14,4,Maria Menounos,26.0,0.10759325726959508,Eliminated Week 9,False
14,5,William Levy,29.0,0.12217101081045896,3rd Place,False
14,5,Jaleel White,24.0,0.1020972132330844,Eliminated Week 7,False
14,5,Roshon Fegan,26.0,0.10335436218380334,Eliminated Week 8,False
14,5,Melissa Gilbert,21.0,0.09033428851740032,Eliminated Week 8,False
14,5,Donald Driver,27.0,0.11753079999301179,1st Place,False
14,5,Gavin DeGraw,19.0,0.09034508188919572,Eliminated Week 5,True
14,5,Gladys Knight,22.0,0.11516612551610618,Eliminated Week 6,False
14,5,Katherine Jenkins,29.0,0.13726132005835287,2nd Place,False
14,5,Maria Menounos,27.0,0.12173979779858643,Eliminated Week 9,False
14,6,William Levy,36.0,0.14200664609808844,3rd Place,False
14,6,Jaleel White,36.9998,0.13748485801801252,Eliminated Week 7,False
14,6,Roshon Fegan,27.9998,0.09976859955344389,Eliminated Week 8,False
14,6,Melissa Gilbert,30.0,0.10609756907511139,Eliminated Week 8,False
14,6,Donald Driver,33.9999,0.13623720279003304,1st Place,False
14,6,Gladys Knight,24.0,0.10225795805794266,Eliminated Week 6,True
14,6,Katherine Jenkins,38.9999,0.15128031467612296,2nd Place,False
14,6,Maria Menounos,29.999899999999997,0.12486685173124518,Eliminated Week 9,False
14,7,William Levy,26.5,0.12636904928426398,3rd Place,False
14,7,Jaleel White,25.5,0.13112404701206254,Eliminated Week 7,True
14,7,Roshon Fegan,26.0,0.1542481212598778,Eliminated Week 8,False
14,7,Melissa Gilbert,23.5,0.14203322957337045,Eliminated Week 8,False
14,7,Donald Driver,26.5,0.1601797983060634,1st Place,False
14,7,Katherine Jenkins,27.0,0.147716065983524,2nd Place,False
14,7,Maria Menounos,28.5,0.1383296885808379,Eliminated Week 9,False
14,8,William Levy,28.5,0.1773137443831705,3rd Place,False
14,8,Roshon Fegan,28.0,0.15481281555486398,Eliminated Week 8,True
14,8,Melissa Gilbert,25.5,0.17011333543253981,Eliminated Week 8,False
14,8,Donald Driver,27.5,0.16826173049758059,1st Place,False
14,8,Katherine Jenkins,27.5,0.1655012466503756,2nd Place,False
14,8,Maria Menounos,26.5,0.1639971274814695,Eliminated Week 9,False
14,9,William Levy,29.0,0.2800391880958482,3rd Place,False
14,9,Donald Driver,28.5,0.24658585230336202,1st Place,False
14,9,Katherine Jenkins,28.0,0.2557976898501738,2nd Place,False
14,9,Maria Menounos,29.5,0.21757726975061603,Eliminated Week 9,True
15,1,Gilles Marini,24.0,0.08329807965089414,Eliminated Week 8,False
15,1,Sabrina Bryan,22.5,0.07453743719756598,Eliminated Week 6,False
15,1,Kirstie Alley,19.0,0.06917884862621468,Eliminated Week 8,False
15,1,Kelly Monaco,21.5,0.0801282152678402,3rd Place,False
15,1,Apolo Anton Ohno,22.0,0.07965489846033362,Eliminated Week 9,False
15,1,Emmitt Smith,24.5,0.09736810495158338,Eliminated Week 9,False
15,1,Shawn Johnson,22.0,0.08457169186701162,2nd Place,False
15,1,Pamela Anderson,17.0,0.06606085778654161,Eliminated Week 1,True
15,1,Helio Castroneves,21.5,0.07238432000530334,Eliminated Week 3,False
15,1,Joey Fatone,20.5,0.0726763206107522,Eliminated Week 2,False
15,1,Drew Lachey,21.5,0.0857043547825098,Eliminated Week 3,False
15,1,Bristol Palin,19.5,0.06515977599639648,Eliminated Week 4,False
15,1,Melissa Rycroft,21.0,0.06927709479705282,1st Place,False
15,2,Gilles Marini,25.5,0.08447827257659297,Eliminated Week 8,False
15,2,Sabrina Bryan,26.0,0.07886905598805889,Eliminated Week 6,False
15,2,Kirstie Alley,21.0,0.07687845420985248,Eliminated Week 8,False
15,2,Kelly Monaco,22.0,0.07325526580405538,3rd Place,False
15,2,Apolo Anton Ohno,24.5,0.10697019026766455,Eliminated Week 9,False
15,2,Emmitt Smith,22.5,0.08991704956688201,Eliminated Week 9,False
15,2,Shawn Johnson,25.0,0.09347091357497524,2nd Place,False
15,2,Helio Castroneves,23.0,0.08108999449166232,Eliminated Week 3,False
15,2,Joey Fatone,22.5,0.07143367160115682,Eliminated Week 2,True
15,2,Drew Lachey,22.5,0.07501314002967277,Eliminated Week 3,False
15,2,Bristol Palin,18.0,0.08774801942724376,Eliminated Week 4,False
15,2,Melissa Rycroft,23.5,0.0808759724621828,1st Place,False
15,3,Gilles Marini,25.5,0.09622394476801435,Eliminated Week 8,False
15,3,Sabrina Bryan,25.5,0.09455327541143416,Eliminated Week 6,False
15,3,Kirstie Alley,24.0,0.0809909893647357,Eliminated Week 8,False
15,3,Kelly Monaco,27.0,0.09225445949758002,3rd Place,False
15,3,Apolo Anton Ohno,25.5,0.09301844965331492,Eliminated Week 9,False
15,3,Emmitt Smith,25.0,0.09387472562316972,Eliminated Week 9,False
15,3,Shawn Johnson,26.5,0.10469458478740892,2nd Place,False
15,3,Helio Castroneves,25.5,0.07558530591149833,Eliminated Week 3,True
15,3,Drew Lachey,24.0,0.08849841327775179,Eliminated Week 3,False
15,3,Bristol Palin,22.5,0.08638667281797316,Eliminated Week 4,False
15,3,Melissa Rycroft,27.0,0.09391917888711902,1st Place,False
15,4,Gilles Marini,39.5,0.1168015081493454,Eliminated Week 8,False
15,4,Sabrina Bryan,35.5,0.11304940311947913,Eliminated Week 6,False
15,4,Kirstie Alley,30.0,0.09718999950704385,Eliminated Week 8,False
15,4,Kelly Monaco,37.5,0.1079885996161771,3rd Place,False
15,4,Apolo Anton Ohno,34.5,0.11647790034654094,Eliminated Week 9,False
15,4,Emmitt Smith,36.0,0.11023559048797811,Eliminated Week 9,False
15,4,Shawn Johnson,39.5,0.12900442804536305,2nd Place,False
15,4,Bristol Palin,32.0,0.09095915969366902,Eliminated Week 4,True
15,4,Melissa Rycroft,37.0,0.11829341103440344,1st Place,False
15,6,Gilles Marini,27.5,0.12427382768955372,Eliminated Week 8,False
15,6,Sabrina Bryan,30.0,0.11089022046423838,Eliminated Week 6,True
15,6,Kirstie Alley,27.5,0.13494579276326363,Eliminated Week 8,False
15,6,Kelly Monaco,27.0,0.12417455674742423,3rd Place,False
15,6,Apolo Anton Ohno,30.0,0.14646626837643334,Eliminated Week 9,False
15,6,Emmitt Smith,26.5,0.12638694612795523,Eliminated Week 9,False
15,6,Shawn Johnson,28.0,0.11974977798636229,2nd Place,False
15,6,Melissa Rycroft,29.5,0.11311260984476934,1st Place,False
15,8,Gilles Marini,29.2777,0.12616613394668966,Eliminated Week 8,True
15,8,Kirstie Alley,25.5,0.14513312555737898,Eliminated Week 8,False
15,8,Kelly Monaco,28.3333,0.1309152563960993,3rd Place,False
15,8,Apolo Anton Ohno,29.2777,0.1432694987546827,Eliminated Week 9,False
15,8,Emmitt Smith,29.0554,0.14875277067857384,Eliminated Week 9,False
15,8,Shawn Johnson,27.8333,0.150464600633172,2nd Place,False
15,8,Melissa Rycroft,30.0,0.15529861403340345,1st Place,False
15,9,Kelly Monaco,27.110999999999997,0.20737774495306047,3rd Place,False
15,9,Apolo Anton Ohno,28.611,0.19021404990578383,Eliminated Week 9,True
15,9,Emmitt Smith,27.0,0.2126354399273092,Eliminated Week 9,False
15,9,Shawn Johnson,29.5,0.20073098732708122,2nd Place,False
15,9,Melissa Rycroft,28.7777,0.18904177788676532,1st Place,False
16,3,Ingo Rademacher,21.0,0.10178680916590825,Eliminated Week 9,False
16,3,Zendaya,25.9998,0.10849995468954372,2nd Place,False
16,3,Victor Ortiz,23.0,0.10791155860505008,Eliminated Week 6,False
16,3,Alexandra Raisman,23.0,0.09072807195634064,Eliminated Week 10,False
16,3,Jacoby Jones,25.9998,0.08842015685209073,3rd Place,False
16,3,D. L. Hughley,16.0,0.06894599798478403,Eliminated Week 5,False
16,3,Andy Dick,18.0,0.07496136440219754,Eliminated Week 7,False
16,3,Wynonna Judd,15.0,0.07319132437682895,Eliminated Week 3,True
16,3,Kellie Pickler,25.0,0.11180780407789821,1st Place,False
16,3,Lisa Vanderpump,21.0,0.09128524886785834,Eliminated Week 4,False
16,3,Sean Lowe,21.0,0.08246170902149964,Eliminated Week 8,False
16,4,Ingo Rademacher,23.0,0.10367056435910565,Eliminated Week 9,False
16,4,Zendaya,26.0,0.13273278716238315,2nd Place,False
16,4,Victor Ortiz,18.0,0.08610510444902084,Eliminated Week 6,False
16,4,Alexandra Raisman,27.0,0.12065398327960007,Eliminated Week 10,False
16,4,Jacoby Jones,24.0,0.09091634185595165,3rd Place,False
16,4,D. L. Hughley,21.0,0.09280452258856682,Eliminated Week 5,False
16,4,Andy Dick,21.0,0.0888201832192362,Eliminated Week 7,False
16,4,Kellie Pickler,26.0,0.1308447023339616,1st Place,False
16,4,Lisa Vanderpump,18.0,0.08090297091493472,Eliminated Week 4,True
16,4,Sean Lowe,20.0,0.07254883983723937,Eliminated Week 8,False
16,5,Ingo Rademacher,21.0,0.09578526095501308,Eliminated Week 9,False
16,5,Zendaya,29.0,0.14150562282111198,2nd Place,False
16,5,Victor Ortiz,21.0,0.10499895061793633,Eliminated Week 6,False
16,5,Alexandra Raisman,25.0,0.12652219853387456,Eliminated Week 10,False
16,5,Jacoby Jones,26.0,0.11329201762834924,3rd Place,False
16,5,D. L. Hughley,18.0,0.07808551265256197,Eliminated Week 5,True
16,5,Andy Dick,18.0,0.08728462438784504,Eliminated Week 7,False
16,5,Kellie Pickler,27.0,0.13705336005896177,1st Place,False
16,5,Sean Lowe,24.0,0.115472452344346,Eliminated Week 8,False
16,6,Ingo Rademacher,23.0,0.12792633576149365,Eliminated Week 9,False
16,6,Zendaya,25.5,0.13590572674026521,2nd Place,False
16,6,Victor Ortiz,20.0,0.10589044308981443,Eliminated Week 6,True
16,6,Alexandra Raisman,26.0,0.13717416533505478,Eliminated Week 10,False
16,6,Jacoby Jones,22.5,0.11284969716339474,3rd Place,False
16,6,Andy Dick,21.5,0.11553977614377682,Eliminated Week 7,False
16,6,Kellie Pickler,27.0,0.153644500987758,1st Place,False
16,6,Sean Lowe,23.0,0.11106935477844232,Eliminated Week 8,False
16,7,Ingo Rademacher,25.0,0.145597887021837,Eliminated Week 9,False
16,7,Zendaya,30.0,0.1728181147828967,2nd Place,False
16,7,Alexandra Raisman,32.0,0.17764267704889455,Eliminated Week 10,False
16,7,Jacoby Jones,27.0,0.12430205301597903,3rd Place,False
16,7,Andy Dick,17.0,0.08772160693821465,Eliminated Week 7,True
16,7,Kellie Pickler,29.0,0.1671109120941789,1st Place,False
16,7,Sean Lowe,24.0,0.12480674909799924,Eliminated Week 8,False
16,8,Ingo Rademacher,24.0,0.1515906909417607,Eliminated Week 9,False
16,8,Zendaya,29.0,0.17671448981099427,2nd Place,False
16,8,Alexandra Raisman,28.0,0.1604608847300996,Eliminated Week 10,False
16,8,Jacoby Jones,26.0,0.17937123852109335,3rd Place,False
16,8,Kellie Pickler,27.5,0.20120499691929072,1st Place,False
16,8,Sean Lowe,21.0,0.13065769907676145,Eliminated Week 8,True
16,9,Ingo Rademacher,25.5,0.18145161072147195,Eliminated Week 9,True
16,9,Zendaya,27.5,0.20094963816626601,2nd Place,False
16,9,Alexandra Raisman,29.5,0.1919008067594684,Eliminated Week 10,False
16,9,Jacoby Jones,29.5,0.2024734378212173,3rd Place,False
16,9,Kellie Pickler,29.0,0.22322450653157633,1st Place,False
16,10,Zendaya,30.0,0.2422829730645421,2nd Place,False
16,10,Alexandra Raisman,29.0,0.2376750195130512,Eliminated Week 10,True
16,10,Jacoby Jones,27.999899999999997,0.24623289006678675,3rd Place,False
16,10,Kellie Pickler,30.0,0.27380911735561997,1st Place,False
17,2,Valerie Harper,19.0,0.08002715153059418,Eliminated Week 4,False
17,2,Brant Daugherty,23.0,0.08929892685450252,Eliminated Week 8,False
17,2,Elizabeth Berkley Lauren,25.0,0.0911294595017292,Eliminated Week 9,False
17,2,Leah Remini,24.0,0.088185918641889,Eliminated Week 10,False
17,2,Corbin Bleu,26.0,0.09874761234530459,2nd Place,False
17,2,Amber Riley,24.0,0.0866932584828699,1st Place,False
17,2,Keyshawn Johnson,18.0,0.062422732404459495,Eliminated Week 2,True
17,2,Bill Engvall,21.0,0.08362639773400421,Eliminated Week 11,False
17,2,Christina Milian,25.0,0.0961832256175634,Eliminated Week 5,False
17,2,"Nicole ""Snooki"" Polizzi",20.0,0.06547067518044647,Eliminated Week 7,False
17,2,Jack Osbourne,24.0,0.0879270571373773,3rd Place,False
17,2,Bill Nye,17.0,0.07028758456925982,Eliminated Week 3,False
17,3,Valerie Harper,16.0,0.06249038606806505,Eliminated Week 4,False
17,3,Brant Daugherty,27.0,0.11494481281989184,Eliminated Week 8,False
17,3,Elizabeth Berkley Lauren,25.0,0.09630451742511821,Eliminated Week 9,False
17,3,Leah Remini,24.0,0.08981306993815516,Eliminated Week 10,False
17,3,Corbin Bleu,26.0,0.1174982716589568,2nd Place,False
17,3,Amber Riley,24.0,0.09724130661150839,1st Place,False
17,3,Bill Engvall,24.0,0.09306116033102074,Eliminated Week 11,False
17,3,Christina Milian,26.0,0.09139346096424512,Eliminated Week 5,False
17,3,"Nicole ""Snooki"" Polizzi",25.0,0.1051054529927736,Eliminated Week 7,False
17,3,Jack Osbourne,22.0,0.06966717512220003,3rd Place,False
17,3,Bill Nye,16.0,0.06248038606806505,Eliminated Week 3,True
17,4,Valerie Harper,18.0,0.06087486906965107,Eliminated Week 4,True
17,4,Brant Daugherty,21.0,0.09474987715312616,Eliminated Week 8,False
17,4,Elizabeth Berkley Lauren,27.0,0.11871825020835204,Eliminated Week 9,False
17,4,Leah Remini,24.0,0.0937995907904644,Eliminated Week 10,False
17,4,Corbin Bleu,27.0,0.1131869192563592,2nd Place,False
17,4,Amber Riley,27.0,0.11585568875601963,1st Place,False
17,4,Bill Engvall,21.0,0.08901275161102731,Eliminated Week 11,False
17,4,Christina Milian,24.0,0.09317299001986477,Eliminated Week 5,False
17,4,"Nicole ""Snooki"" Polizzi",24.0,0.10992587231842216,Eliminated Week 7,False
17,4,Jack Osbourne,24.0,0.11070319081671337,3rd Place,False
17,5,Brant Daugherty,27.0,0.10208182412195106,Eliminated Week 8,False
17,5,Elizabeth Berkley Lauren,26.0,0.10633714327088721,Eliminated Week 9,False
17,5,Leah Remini,22.0,0.1233584198666319,Eliminated Week 10,False
17,5,Corbin Bleu,28.0,0.11390122759508618,2nd Place,False
17,5,Amber Riley,26.0,0.11168096663971969,1st Place,False
17,5,Bill Engvall,24.0,0.11484778156875956,Eliminated Week 11,False
17,5,Christina Milian,28.0,0.09781650497301489,Eliminated Week 5,True
17,5,"Nicole ""Snooki"" Polizzi",27.0,0.11560021911003018,Eliminated Week 7,False
17,5,Jack Osbourne,27.0,0.11437591285391935,3rd Place,False
17,7,Brant Daugherty,28.5,0.13234470781916263,Eliminated Week 8,False
17,7,Elizabeth Berkley Lauren,27.0,0.11724228880384069,Eliminated Week 9,False
17,7,Leah Remini,26.5,0.1194996251469558,Eliminated Week 10,False
17,7,Corbin Bleu,29.5,0.13640281045052244,2nd Place,False
17,7,Amber Riley,29.5,0.12641601966250177,1st Place,False
17,7,Bill Engvall,25.0,0.1262716341763012,Eliminated Week 11,False
17,7,"Nicole ""Snooki"" Polizzi",27.0,0.11723228880384068,Eliminated Week 7,True
17,7,Jack Osbourne,28.5,0.1245906251368748,3rd Place,False
17,8,Brant Daugherty,27.0,0.1176490777110654,Eliminated Week 8,True
17,8,Elizabeth Berkley Lauren,25.0,0.1280757443777321,Eliminated Week 9,False
17,8,Leah Remini,28.0,0.140450987428437,Eliminated Week 10,False
17,8,Corbin Bleu,30.0,0.16328098939333865,2nd Place,False
17,8,Amber Riley,28.0,0.15450316744920992,1st Place,False
17,8,Bill Engvall,24.0,0.1332840777110654,Eliminated Week 11,False
17,8,Jack Osbourne,30.0,0.16275595592915154,3rd Place,False
17,9,Elizabeth Berkley Lauren,28.0,0.13115956178395888,Eliminated Week 9,True
17,9,Leah Remini,27.0,0.1605247408975175,Eliminated Week 10,False
17,9,Corbin Bleu,29.0,0.1973283086589525,2nd Place,False
17,9,Amber Riley,25.5,0.1571556590895599,1st Place,False
17,9,Bill Engvall,21.0,0.17561400622840329,Eliminated Week 11,False
17,9,Jack Osbourne,27.0,0.17821772334160785,3rd Place,False
17,10,Leah Remini,32.5,0.18029435724341913,Eliminated Week 10,True
17,10,Corbin Bleu,37.5,0.21448016545098234,2nd Place,False
17,10,Amber Riley,39.5,0.21367498675420457,1st Place,False
17,10,Bill Engvall,30.0,0.19459007152913346,Eliminated Week 11,False
17,10,Jack Osbourne,35.5,0.1969604190222605,3rd Place,False
17,11,Corbin Bleu,29.6664,0.2630779620319166,2nd Place,False
17,11,Amber Riley,31.333199999999998,0.2476618752911516,1st Place,False
17,11,Bill Engvall,25.499899999999997,0.23351000692821403,Eliminated Week 11,True
17,11,Jack Osbourne,27.999899999999997,0.2557501557487178,3rd Place,False
18,2,Billy Dee Williams,15.0,0.07416129729980052,Withdrew,False
18,2,Danica McKellar,24.0,0.11142103257587875,Eliminated Week 8,False
18,2,James Maslow,25.0,0.10237417123345134,Eliminated Week 10,False
18,2,Candace Cameron Bure,21.0,0.0985446167349023,3rd Place,False
18,2,Sean Avery,21.0,0.04956113336537429,Eliminated Week 2,True
18,2,Charlie White,25.0,0.11162464205209355,Eliminated Week 9,False
18,2,Amy Purdy,24.0,0.08381942659439326,2nd Place,False
18,2,Meryl Davis,25.0,0.11262083639588194,1st Place,False
18,2,Drew Carey,21.0,0.09229364337344412,Eliminated Week 6,False
18,2,Cody Simpson,22.0,0.08420816781582571,Eliminated Week 5,False
18,2,NeNe Leakes,21.0,0.0793710325589542,Eliminated Week 7,False
18,5,Danica McKellar,39.0,0.11931192195173626,Eliminated Week 8,False
18,5,James Maslow,40.0,0.12385185508700278,Eliminated Week 10,False
18,5,Candace Cameron Bure,35.0,0.11399813650515457,3rd Place,False
18,5,Charlie White,37.0,0.11272353164658463,Eliminated Week 9,False
18,5,Amy Purdy,37.0,0.1064718438099883,2nd Place,False
18,5,Meryl Davis,36.0,0.12583820206815446,1st Place,False
18,5,Drew Carey,28.0,0.10394173910338826,Eliminated Week 6,False
18,5,Cody Simpson,34.0,0.08529819873071745,Eliminated Week 5,True
18,5,NeNe Leakes,36.0,0.10856457109727341,Eliminated Week 7,False
18,6,Danica McKellar,36.0,0.1299754750919319,Eliminated Week 8,False
18,6,James Maslow,35.0,0.12802644798749818,Eliminated Week 10,False
18,6,Candace Cameron Bure,32.0,0.104768792675015,3rd Place,False
18,6,Charlie White,36.0,0.13002011215940995,Eliminated Week 9,False
18,6,Amy Purdy,38.0,0.1448801362114398,2nd Place,False
18,6,Meryl Davis,40.0,0.14088580346757537,1st Place,False
18,6,Drew Carey,32.0,0.10475879267501502,Eliminated Week 6,True
18,6,NeNe Leakes,33.0,0.1166844397321149,Eliminated Week 7,False
18,7,Danica McKellar,36.0,0.1442315415279111,Eliminated Week 8,False
18,7,James Maslow,35.0,0.14764654493300416,Eliminated Week 10,False
18,7,Candace Cameron Bure,37.0,0.14948215537058412,3rd Place,False
18,7,Charlie White,35.5,0.1281163786251823,Eliminated Week 9,False
18,7,Amy Purdy,37.5,0.15899130247660034,2nd Place,False
18,7,Meryl Davis,39.0,0.1374501620703026,1st Place,False
18,7,NeNe Leakes,33.0,0.13408191499641556,Eliminated Week 7,True
18,8,Danica McKellar,38.0,0.15386913906599564,Eliminated Week 8,True
18,8,James Maslow,36.0,0.1627286965881196,Eliminated Week 10,False
18,8,Candace Cameron Bure,36.0,0.16272869658811961,3rd Place,False
18,8,Charlie White,40.0,0.17920034491701364,Eliminated Week 9,False
18,8,Amy Purdy,40.0,0.17493700938024628,2nd Place,False
18,8,Meryl Davis,36.0,0.16653611346050526,1st Place,False
18,9,James Maslow,38.0,0.19547633942633008,Eliminated Week 10,False
18,9,Candace Cameron Bure,36.0,0.19990652764578346,3rd Place,False
18,9,Charlie White,38.0,0.18942532345730176,Eliminated Week 9,True
18,9,Amy Purdy,39.0,0.20828502871743373,2nd Place,False
18,9,Meryl Davis,40.0,0.20690678075315094,1st Place,False
18,10,James Maslow,29.0,0.23367188134606484,Eliminated Week 10,True
18,10,Candace Cameron Bure,25.9998,0.2598464770776828,3rd Place,False
18,10,Amy Purdy,29.666600000000003,0.2481354520954462,2nd Place,False
18,10,Meryl Davis,30.0,0.2583461894808061,1st Place,False
19,1,Antonio Sabato Jr.,25.0,0.0787059239712391,Eliminated Week 7,False
19,1,Jonathan Bennett,30.0,0.09245437043504082,Eliminated Week 6,False
19,1,Lea Thompson,32.0,0.08620695021411534,Eliminated Week 9,False
19,1,Janel Parrish,29.0,0.07401666247587417,3rd Place,False
19,1,Alfonso Ribeiro,36.0,0.09092295438336599,1st Place,False
19,1,Lolo Jones,22.0,0.053706502794147105,Eliminated Week 1,True
19,1,Randy Couture,31.0,0.06931443650177325,Eliminated Week 3,False
19,1,Tommy Chong,27.0,0.07547575747681581,Eliminated Week 10,False
19,1,Betsey Johnson,20.0,0.062122629189176624,Eliminated Week 4,False
19,1,Michael Waltrip,25.0,0.06076783085596825,Eliminated Week 8,False
19,1,Tavis Smiley,29.0,0.07994733873206356,Eliminated Week 2,False
19,1,Bethany Mota,32.0,0.08446822277773493,Eliminated Week 11,False
19,1,Sadie Robertson,34.0,0.09189042019268506,2nd Place,False
19,2,Antonio Sabato Jr.,31.0,0.08320792014324792,Eliminated Week 7,False
19,2,Jonathan Bennett,30.0,0.08480166661864731,Eliminated Week 6,False
19,2,Lea Thompson,35.0,0.09827855869539442,Eliminated Week 9,False
19,2,Janel Parrish,34.0,0.08691743262190892,3rd Place,False
19,2,Alfonso Ribeiro,32.0,0.08869528410674749,1st Place,False
19,2,Randy Couture,28.0,0.07111154844945018,Eliminated Week 3,False
19,2,Tommy Chong,28.0,0.0799025883472776,Eliminated Week 10,False
19,2,Betsey Johnson,28.0,0.07544974629871327,Eliminated Week 4,False
19,2,Michael Waltrip,24.0,0.07943252871372491,Eliminated Week 8,False
19,2,Tavis Smiley,28.0,0.06837280495681884,Eliminated Week 2,True
19,2,Bethany Mota,33.0,0.09630891230332185,Eliminated Week 11,False
19,2,Sadie Robertson,31.0,0.08752100874474737,2nd Place,False
19,3,Antonio Sabato Jr.,29.0,0.08278774419652717,Eliminated Week 7,False
19,3,Jonathan Bennett,32.0,0.09244558310334272,Eliminated Week 6,False
19,3,Lea Thompson,31.0,0.09833894007793391,Eliminated Week 9,False
19,3,Janel Parrish,40.0,0.10696287199590404,3rd Place,False
19,3,Alfonso Ribeiro,32.0,0.086081650944842,1st Place,False
19,3,Randy Couture,26.0,0.07129472402268372,Eliminated Week 3,True
19,3,Tommy Chong,34.0,0.09959675446866037,Eliminated Week 10,False
19,3,Betsey Johnson,29.0,0.08924550520548778,Eliminated Week 4,False
19,3,Michael Waltrip,28.0,0.0745900390617752,Eliminated Week 8,False
19,3,Bethany Mota,40.0,0.11159337369371841,Eliminated Week 11,False
19,3,Sadie Robertson,32.0,0.08706281322912465,2nd Place,False
19,4,Antonio Sabato Jr.,29.0,0.07637877720705288,Eliminated Week 7,False
19,4,Jonathan Bennett,24.0,0.08742541862579233,Eliminated Week 6,False
19,4,Lea Thompson,39.0,0.11612195013936848,Eliminated Week 9,False
19,4,Janel Parrish,36.0,0.12144339293005439,3rd Place,False
19,4,Alfonso Ribeiro,40.0,0.13207004344688383,1st Place,False
19,4,Tommy Chong,28.0,0.08500049586305516,Eliminated Week 10,False
19,4,Betsey Johnson,29.0,0.0717904186257923,Eliminated Week 4,True
19,4,Michael Waltrip,25.0,0.0843004186257923,Eliminated Week 8,False
